SCHOOL_YEAR,SCH_NAME,LEA_NAME,STATE,ST,MCITY,MSTATE,NCESSCH,SCHID,LAT,LON,LOCALE
2023-2024,Rising Stars Academy,Rising Stars Academy,MICHIGAN,MI,Center Line,MI,260104708578,2608578,42.470146,-83.032212,21
2023-2024,Great Lakes Learning Academy Alternative HS,Great Lakes Learning Academy,MICHIGAN,MI,EAST LANSING,MI,260105008885,2608885,42.715863,-84.457436,21
2023-2024,Taylor Preparatory High School,Taylor Preparatory High School,MICHIGAN,MI,TAYLOR,MI,260106108531,2608531,42.237947,-83.270326,21
2023-2024,Covenant High School Grand Rapids,Covenant High School Grand Rapids,MICHIGAN,MI,GRAND RAPIDS,MI,260106608474,2608474,42.9475,-85.6695,12
2023-2024,Blended Learning Academies Credit Recovery High School,Blended Learning Academies Credit Recovery High School,MICHIGAN,MI,LANSING,MI,260107208593,2608593,42.812165,-84.527546,41
2023-2024,Blended Learning Academies Credit Recovery High School  Liv,Blended Learning Academies Credit Recovery High School,MICHIGAN,MI,LIVONIA,MI,260107209013,2609013,42.370047,-83.341751,13
2023-2024,Insight School of Michigan,Insight School of Michigan,MICHIGAN,MI,LANSING,MI,260107708627,2608627,42.728237,-84.643072,21
2023-2024,Muskegon Covenant Academy,Muskegon Covenant Academy,MICHIGAN,MI,MUSKEGON,MI,260108808645,2608645,43.227965,-86.240668,13
2023-2024,Grand River Preparatory High School,Grand River Preparatory High School,MICHIGAN,MI,Grand Rapids,MI,260109507913,2607913,42.868456,-85.649222,13
2023-2024,Kalamazoo Covenant Academy,Kalamazoo Covenant Academy,MICHIGAN,MI,KALAMAZOO,MI,260109908744,2608744,42.276482,-85.58777,13
2023-2024,Communication and Media Arts High School,Detroit Public Schools Community District,MICHIGAN,MI,DETROIT,MI,260110300079,2600079,42.434992,-83.269051,11
2023-2024,Breithaupt Career and Technical Center,Detroit Public Schools Community District,MICHIGAN,MI,DETROIT,MI,260110300086,2600086,42.363702,-83.186669,11
2023-2024,Detroit School of Arts,Detroit Public Schools Community District,MICHIGAN,MI,DETROIT,MI,260110300093,2600093,42.34854,-83.061153,11
2023-2024,Davis Aerospace Technical High School at Golightly,Detroit Public Schools Community District,MICHIGAN,MI,DETROIT,MI,260110300279,2600279,42.37003,-82.951292,11
2023-2024,Randolph Career and Technical Center,Detroit Public Schools Community District,MICHIGAN,MI,DETROIT,MI,260110300748,2600748,42.417665,-83.191436,11
2023-2024,Golightly Career and Technical Center,Detroit Public Schools Community District,MICHIGAN,MI,DETROIT,MI,260110300749,2600749,42.37003,-82.951292,11
2023-2024,Jerry L White Center,Detroit Public Schools Community District,MICHIGAN,MI,DETROIT,MI,260110301920,2601920,42.417725,-83.19456,11
2023-2024,Cass Technical High School,Detroit Public Schools Community District,MICHIGAN,MI,DETROIT,MI,260110304669,2604669,42.338774,-83.060593,11
2023-2024,Central High School,Detroit Public Schools Community District,MICHIGAN,MI,Detroit,MI,260110304670,2604670,42.383626,-83.111805,11
2023-2024,Denby High School,Detroit Public Schools Community District,MICHIGAN,MI,Detroit,MI,260110304693,2604693,42.425737,-82.95856,11
2023-2024,Martin Luther King Jr Senior High School,Detroit Public Schools Community District,MICHIGAN,MI,DETROIT,MI,260110304703,2604703,42.342604,-83.016604,11
2023-2024,Henry Ford High School,Detroit Public Schools Community District,MICHIGAN,MI,Detroit,MI,260110304734,2604734,42.439383,-83.238027,11
2023-2024,Mumford High School,Detroit Public Schools Community District,MICHIGAN,MI,DETROIT,MI,260110304793,2604793,42.421495,-83.164471,11
2023-2024,Northwestern High School,Detroit Public Schools Community District,MICHIGAN,MI,DETROIT,MI,260110304802,2604802,42.358153,-83.103058,11
2023-2024,Pershing High School,Detroit Public Schools Community District,MICHIGAN,MI,Detroit,MI,260110304813,2604813,42.432127,-83.064282,11
2023-2024,Southeastern High School,Detroit Public Schools Community District,MICHIGAN,MI,Detroit,MI,260110304830,2604830,42.373948,-82.978117,11
2023-2024,Western International High School,Detroit Public Schools Community District,MICHIGAN,MI,DETROIT,MI,260110304857,2604857,42.3191,-83.091752,11
2023-2024,Renaissance High School,Detroit Public Schools Community District,MICHIGAN,MI,DETROIT,MI,260110304906,2604906,42.418391,-83.194672,11
2023-2024,Frederick Douglass Academy for Young Men,Detroit Public Schools Community District,MICHIGAN,MI,DETROIT,MI,260110307415,2607415,42.382765,-83.080684,11
2023-2024,Cody High School,Detroit Public Schools Community District,MICHIGAN,MI,DETROIT,MI,260110307984,2607984,42.36036,-83.220821,11
2023-2024,Osborn High School,Detroit Public Schools Community District,MICHIGAN,MI,DETROIT,MI,260110308084,2608084,42.43378,-83.00361,11
2023-2024,Crockett Midtown High School of Science and Medicine,Detroit Public Schools Community District,MICHIGAN,MI,Detroit,MI,260110308271,2608271,42.350777,-83.05187,11
2023-2024,East English Village Preparatory Academy at Finney,Detroit Public Schools Community District,MICHIGAN,MI,DETROIT,MI,260110308306,2608306,42.408022,-82.929002,11
2023-2024,Success Virtual Learning Centers of Michigan,Success Virtual Learning Centers of Michigan,MICHIGAN,MI,Vestaburg,MI,260110408772,2608772,43.396793,-84.90756,43
2023-2024,Saginaw Covenant Academy,Saginaw Covenant Academy,MICHIGAN,MI,SAGINAW,MI,260110608786,2608786,43.428147,-83.939921,13
2023-2024,Flex High North Flint,Flex High School of Michigan,MICHIGAN,MI,FLINT,MI,260111708862,2608862,43.059497,-83.73516,13
2023-2024,Flex High Burton,Flex High School of Michigan,MICHIGAN,MI,BURTON,MI,260111708953,2608953,43.01184,-83.634174,21
2023-2024,Bridge Academy of Southwest Michigan,Bridge Academy of Southwest Michigan,MICHIGAN,MI,BENTON HARBOR,MI,260113609001,2609001,42.114062,-86.465334,23
2023-2024,LincolnKing Adams Young School  Grove Campus,Lincoln-King Adams-Young Academy,MICHIGAN,MI,DETROIT,MI,260113909006,2609006,42.414229,-83.177843,11
2023-2024,Addison High School,Addison Community Schools,MICHIGAN,MI,ADDISON,MI,260192003923,2603923,41.988203,-84.343273,42
2023-2024,Adrian Community High School,Adrian Public Schools,MICHIGAN,MI,ADRIAN,MI,260195002061,2602061,41.897225,-84.025489,32
2023-2024,Airport Senior High School,Airport Community Schools,MICHIGAN,MI,CARLETON,MI,260198003939,2603939,42.040071,-83.376653,41
2023-2024,Airport Middle College,Airport Community Schools,MICHIGAN,MI,CARLETON,MI,260198008678,2608678,42.040071,-83.376653,41
2023-2024,AkronFairgrove Schools Academic Learning Center,Akron-Fairgrove Schools,MICHIGAN,MI,FAIRGROVE,MI,260201009000,2609000,43.525823,-83.543717,42
2023-2024,Allegan Alternative High School,Allegan Public Schools,MICHIGAN,MI,ALLEGAN,MI,260222000110,2600110,42.522971,-85.842699,32
2023-2024,Allegan High School,Allegan Public Schools,MICHIGAN,MI,ALLEGAN,MI,260222003966,2603966,42.5301,-85.8729,32
2023-2024,Allen Park High School,Allen Park Public Schools,MICHIGAN,MI,ALLEN PARK,MI,260252003971,2603971,42.2486,-83.2262,21
2023-2024,New Options High School,Allendale Public Schools,MICHIGAN,MI,Allendale,MI,260255001572,2601572,42.964765,-85.950323,31
2023-2024,Alma Senior High School,Alma Public Schools,MICHIGAN,MI,ALMA,MI,260264003980,2603980,43.391136,-84.655339,32
2023-2024,Compass Pointe,Anchor Bay School District,MICHIGAN,MI,IRA,MI,260279000922,2600922,42.711695,-82.72643,21
2023-2024,Anchor Bay High School,Anchor Bay School District,MICHIGAN,MI,IRA,MI,260279003997,2603997,42.711695,-82.72643,21
2023-2024,Pathways To Success Academic Campus,Ann Arbor Public Schools,MICHIGAN,MI,ANN ARBOR,MI,260282001180,2601180,42.2475,-83.7211,12
2023-2024,Pioneer High School,Ann Arbor Public Schools,MICHIGAN,MI,ANN ARBOR,MI,260282004029,2604029,42.2621,-83.7544,12
2023-2024,Huron High School,Ann Arbor Public Schools,MICHIGAN,MI,ANN ARBOR,MI,260282004032,2604032,42.2817,-83.7033,12
2023-2024,Community High School,Ann Arbor Public Schools,MICHIGAN,MI,ANN ARBOR,MI,260282004033,2604033,42.2839,-83.7443,12
2023-2024,Skyline High School,Ann Arbor Public Schools,MICHIGAN,MI,ANN ARBOR,MI,260282007761,2607761,42.305,-83.778,12
2023-2024,Correctional Services,Ann Arbor Public Schools,MICHIGAN,MI,ANN ARBOR,MI,260282008815,2608815,42.255292,-83.67885,21
2023-2024,Armada High School,Armada Area Schools,MICHIGAN,MI,ARMADA,MI,260324004042,2604042,42.8513,-82.8769,42
2023-2024,Armada Continuing Education Center,Armada Area Schools,MICHIGAN,MI,ARMADA,MI,260324008269,2608269,42.846185,-82.882613,42
2023-2024,Ashley High School,Ashley Community Schools,MICHIGAN,MI,Ashley,MI,260348004046,2604046,43.1871,-84.472639,42
2023-2024,Gratiot Continuous Learning Center,Ashley Community Schools,MICHIGAN,MI,Alma,MI,260348009059,2609059,43.381155,-84.662722,32
2023-2024,Au GresSims High School,Au Gres-Sims School District,MICHIGAN,MI,AU GRES,MI,260360004059,2604059,44.046743,-83.697273,32
2023-2024,Avondale High School,Avondale School District,MICHIGAN,MI,AUBURN HILLS,MI,260369004067,2604067,42.628449,-83.231957,21
2023-2024,Meadows School,Avondale School District,MICHIGAN,MI,Rochester Hills,MI,260369008205,2608205,42.634505,-83.158263,21
2023-2024,Diploma and Careers Institute,Avondale School District,MICHIGAN,MI,ROCHESTER HLS,MI,260369008854,2608854,42.634505,-83.158263,21
2023-2024,Baldwin Senior High School,Baldwin Community Schools,MICHIGAN,MI,BALDWIN,MI,260381004068,2604068,43.888788,-85.856099,43
2023-2024,Bangor High School,Bangor Public Schools (Van Buren),MICHIGAN,MI,BANGOR,MI,260387004072,2604072,42.308,-86.1222,42
2023-2024,John Glenn High School,Bangor Township Schools,MICHIGAN,MI,BAY CITY,MI,260390004081,2604081,43.6181,-83.9265,23
2023-2024,Bath High School,Bath Community Schools,MICHIGAN,MI,Bath,MI,260417004090,2604090,42.815749,-84.439742,41
2023-2024,Bay City Eastern High School,Bay City School District,MICHIGAN,MI,BAY CITY,MI,260426000800,2600800,43.6058,-83.8655,13
2023-2024,Bay City Adult EducationCTP,Bay City School District,MICHIGAN,MI,BAY CITY,MI,260426002049,2602049,43.6186,-83.9416,23
2023-2024,Bay City Central High School,Bay City School District,MICHIGAN,MI,BAY CITY,MI,260426004094,2604094,43.5884,-83.874,13
2023-2024,Bay City Western High School,Bay City School District,MICHIGAN,MI,AUBURN,MI,260426004113,2604113,43.6053,-84.0776,23
2023-2024,Bedford Senior High School,Bedford Public Schools,MICHIGAN,MI,Temperance,MI,260447004128,2604128,41.7659,-83.5892,41
2023-2024,Beecher Alternative Education,Beecher Community School District,MICHIGAN,MI,FLINT,MI,260450009027,2609027,43.091219,-83.696168,21
2023-2024,Belding High School,Belding Area School District,MICHIGAN,MI,BELDING,MI,260453004142,2604142,43.090987,-85.221438,32
2023-2024,Bendle High School,Bendle Public Schools,MICHIGAN,MI,BURTON,MI,260474004152,2604152,42.970445,-83.660256,21
2023-2024,Bentley Senior High School,Bentley Community School District,MICHIGAN,MI,BURTON,MI,260480004160,2604160,43.023034,-83.591866,21
2023-2024,Bentley High School BOLD Academy,Bentley Community School District,MICHIGAN,MI,BURTON,MI,260480008508,2608508,43.023034,-83.591866,21
2023-2024,Benton Harbor High School,Benton Harbor Area Schools,MICHIGAN,MI,BENTON HARBOR,MI,260483004162,2604162,42.102659,-86.457062,23
2023-2024,Benzie Central Sr High School,Benzie County Central Schools,MICHIGAN,MI,BENZONIA,MI,260495004182,2604182,44.618598,-86.053358,41
2023-2024,Berrien Springs Discovery Academy,Berrien Springs Public Schools,MICHIGAN,MI,BERRIEN SPRGS,MI,260543001563,2601563,41.944663,-86.344737,31
2023-2024,Berrien Springs High School,Berrien Springs Public Schools,MICHIGAN,MI,BERRIEN SPRINGS,MI,260543004199,2604199,41.945903,-86.345883,31
2023-2024,West Michigan Virtual  Battle Creek HS,Berrien Springs Public Schools,MICHIGAN,MI,Battle Creek,MI,260543008470,2608470,42.318406,-85.186412,13
2023-2024,Link Learning Virtual Program,Berrien Springs Public Schools,MICHIGAN,MI,BELDING,MI,260543009037,2609037,43.088312,-85.253869,41
2023-2024,Big Rapids High School,Big Rapids Public Schools,MICHIGAN,MI,BIG RAPIDS,MI,260578004205,2604205,43.682123,-85.507517,41
2023-2024,Birch Run High School,Birch Run Area Schools,MICHIGAN,MI,BIRCH RUN,MI,260582004210,2604210,43.243963,-83.796311,41
2023-2024,Birch Run Progressive High School,Birch Run Area Schools,MICHIGAN,MI,BIRCH RUN,MI,260582007768,2607768,43.243963,-83.796311,41
2023-2024,Ernest W Seaholm High School,Birmingham Public Schools,MICHIGAN,MI,BIRMINGHAM,MI,260585004217,2604217,42.539,-83.2443,21
2023-2024,Wylie E Groves High School,Birmingham Public Schools,MICHIGAN,MI,BEVERLY HILLS,MI,260585004226,2604226,42.5174,-83.2445,21
2023-2024,Blissfield High School,Blissfield Community Schools,MICHIGAN,MI,BLISSFIELD,MI,260600004229,2604229,41.822981,-83.86652,42
2023-2024,Bloomfield Hills High School,Bloomfield Hills Schools,MICHIGAN,MI,BLOOMFIELD TOWNSHIP,MI,260609008480,2608480,42.57901,-83.285361,21
2023-2024,MorganShaw School,Boyne City Public Schools,MICHIGAN,MI,BOYNE CITY,MI,260650000818,2600818,45.211439,-85.012869,32
2023-2024,Brandywine Senior High School,Brandywine Community Schools,MICHIGAN,MI,NILES,MI,260660004262,2604262,41.7994,-86.2338,41
2023-2024,Kingsford High School,Breitung Township School District,MICHIGAN,MI,KINGSFORD,MI,260672004267,2604267,45.8045,-88.0733,33
2023-2024,Bridgeport High School,Bridgeport-Spaulding Community School District,MICHIGAN,MI,BRIDGEPORT,MI,260678004274,2604274,43.355334,-83.869221,22
2023-2024,Bridgman High School,Bridgman Public Schools,MICHIGAN,MI,BRIDGMAN,MI,260684004281,2604281,41.939233,-86.545,23
2023-2024,Brighton High School,Brighton Area Schools,MICHIGAN,MI,BRIGHTON,MI,260687004283,2604283,42.526037,-83.794658,22
2023-2024,Bridge Alternative High School,Brighton Area Schools,MICHIGAN,MI,BRIGHTON,MI,260687007925,2607925,42.528771,-83.775801,22
2023-2024,Flat Rock Community High School,Flat Rock Community Schools,MICHIGAN,MI,FLAT ROCK,MI,260708004305,2604305,42.1003,-83.2823,21
2023-2024,Flat Rock Academic Virtual Academy,Flat Rock Community Schools,MICHIGAN,MI,FLAT ROCK,MI,260708008605,2608605,42.0996,-83.280941,21
2023-2024,Bullock Creek High School,Bullock Creek School District,MICHIGAN,MI,MIDLAND,MI,260732004320,2604320,43.5699,-84.2933,41
2023-2024,Burr Oak High School,Burr Oak Community School District,MICHIGAN,MI,Burr Oak,MI,260741004327,2604327,41.846267,-85.314429,42
2023-2024,Byron Area High School,Byron Area Schools,MICHIGAN,MI,BYRON,MI,260753004329,2604329,42.8263,-83.949956,42
2023-2024,Byron Center High School,Byron Center Public Schools,MICHIGAN,MI,BYRON CENTER,MI,260756004332,2604332,42.8102,-85.7004,41
2023-2024,Cadillac Senior High School,Cadillac Area Public Schools,MICHIGAN,MI,CADILLAC,MI,260759004340,2604340,44.2517,-85.4154,32
2023-2024,Cadillac Innovation High School,Cadillac Area Public Schools,MICHIGAN,MI,CADILLAC,MI,260759007733,2607733,44.266382,-85.384052,32
2023-2024,Caledonia High School,Caledonia Community Schools,MICHIGAN,MI,CALEDONIA,MI,260762004346,2604346,42.799158,-85.524138,21
2023-2024,CHSHorizons School,Public Schools of Calumet Laurium & Keweenaw,MICHIGAN,MI,CALUMET,MI,260769001863,2601863,47.3055,-88.3599,42
2023-2024,Calumet High School,Public Schools of Calumet Laurium & Keweenaw,MICHIGAN,MI,CALUMET,MI,260769004352,2604352,47.243853,-88.447894,33
2023-2024,Mott Middle College High School,Carman-Ainsworth Community Schools,MICHIGAN,MI,FLINT,MI,260789000507,2600507,43.0199,-83.6727,13
2023-2024,Genesee Early College,Carman-Ainsworth Community Schools,MICHIGAN,MI,FLINT,MI,260789007793,2607793,43.020155,-83.693214,13
2023-2024,Phoenix Alternative High School,Carney-Nadeau Public Schools,MICHIGAN,MI,Powers,MI,260801008629,2608629,45.69125,-87.512198,43
2023-2024,Caro High School,Caro Community Schools,MICHIGAN,MI,CARO,MI,260804004376,2604376,43.4915,-83.4101,32
2023-2024,Omni High School,Carrollton Public Schools,MICHIGAN,MI,Carrollton,MI,260807001816,2601816,43.4505,-83.9466,22
2023-2024,Carrollton High School,Carrollton Public Schools,MICHIGAN,MI,SAGINAW,MI,260807004379,2604379,43.4637,-83.937,22
2023-2024,Carson CityCrystal High School,Carson City-Crystal Area Schools,MICHIGAN,MI,Carson City,MI,260813004383,2604383,43.178395,-84.844155,43
2023-2024,Cassopolis Alternative Ed,Cassopolis Public Schools,MICHIGAN,MI,CASSOPOLIS,MI,260843000809,2600809,41.895952,-86.003158,42
2023-2024,Cassopolis High School,Cassopolis Public Schools,MICHIGAN,MI,CASSOPOLIS,MI,260843004397,2604397,41.895952,-86.003158,42
2023-2024,New Beginnings Alternative High School,Cedar Springs Public Schools,MICHIGAN,MI,CEDAR SPRINGS,MI,260852000585,2600585,43.217493,-85.538455,41
2023-2024,Cedar Springs High School,Cedar Springs Public Schools,MICHIGAN,MI,CEDAR SPRINGS,MI,260852004400,2604400,43.217493,-85.538455,41
2023-2024,Center Line High School,Center Line Public Schools,MICHIGAN,MI,Center Line,MI,260858004404,2604404,42.4862,-83.0205,21
2023-2024,Centreville Adult Education,Centreville Public Schools,MICHIGAN,MI,Centreville,MI,260867008068,2608068,41.917966,-85.525614,42
2023-2024,Charlotte Public Schools Project Success,Charlotte Public Schools,MICHIGAN,MI,CHARLOTTE,MI,260877008861,2608861,42.558308,-84.850933,31
2023-2024,Chelsea High School,Chelsea School District,MICHIGAN,MI,CHELSEA,MI,260894004437,2604437,42.3113,-84.0023,31
2023-2024,Chesaning Union High School,Chesaning Union Schools,MICHIGAN,MI,CHESANING,MI,260915004444,2604444,43.193329,-84.12806,42
2023-2024,Chesaning Union Schools Alternative Education,Chesaning Union Schools,MICHIGAN,MI,CHESANING,MI,260915008784,2608784,43.193329,-84.12806,42
2023-2024,Dakota High School,Chippewa Valley Schools,MICHIGAN,MI,MACOMB,MI,260957000623,2600623,42.644761,-82.909757,21
2023-2024,Chippewa Valley Adult and Mohegan Alt Educ,Chippewa Valley Schools,MICHIGAN,MI,CLINTON TWP,MI,260957001803,2601803,42.60908,-82.927001,21
2023-2024,Chippewa Valley High School,Chippewa Valley Schools,MICHIGAN,MI,CLINTON TWP,MI,260957004454,2604454,42.611896,-82.93861,21
2023-2024,International Academy of Macomb,Chippewa Valley Schools,MICHIGAN,MI,CLINTON TWP,MI,260957007865,2607865,42.6116,-82.9343,21
2023-2024,Clare Pioneer High School,Clare Public Schools,MICHIGAN,MI,CLARE,MI,260975000123,2600123,43.826503,-84.784866,42
2023-2024,Clare High School,Clare Public Schools,MICHIGAN,MI,CLARE,MI,260975004465,2604465,43.825,-84.7626,42
2023-2024,Clarenceville High School,Clarenceville School District,MICHIGAN,MI,LIVONIA,MI,260984004469,2604469,42.4355,-83.3374,13
2023-2024,Renaissance Alternative High School,Clarkston Community School District,MICHIGAN,MI,CLARKSTON,MI,260990001554,2601554,42.7338,-83.4119,21
2023-2024,Clinton High School,Clinton Community Schools,MICHIGAN,MI,CLINTON,MI,261005004490,2604490,42.0742,-83.963,42
2023-2024,Clintondale High School,Clintondale Community Schools,MICHIGAN,MI,CLINTON TOWNSHIP,MI,261008004491,2604491,42.5567,-82.9086,21
2023-2024,Coldwater High School,Coldwater Community Schools,MICHIGAN,MI,COLDWATER,MI,261014004502,2604502,41.95,-85.0115,32
2023-2024,Coloma High School,Coloma Community Schools,MICHIGAN,MI,COLOMA,MI,261038004515,2604515,42.177862,-86.313782,31
2023-2024,Comstock High School,Comstock Public Schools,MICHIGAN,MI,KALAMAZOO,MI,261059004525,2604525,42.3077,-85.5197,22
2023-2024,Comstock Park High School,Comstock Park Public Schools,MICHIGAN,MI,COMSTOCK PARK,MI,261062004532,2604532,43.0543,-85.6667,21
2023-2024,Comstock Park Flex Academy,Comstock Park Public Schools,MICHIGAN,MI,COMSTOCK PARK,MI,261062008929,2608929,43.054283,-85.66665,21
2023-2024,Concord High School,Concord Community Schools,MICHIGAN,MI,Concord,MI,261065004538,2604538,42.1735,-84.6422,42
2023-2024,Constantine High School,Constantine Public School District,MICHIGAN,MI,CONSTANTINE,MI,261075004540,2604540,41.832535,-85.670058,42
2023-2024,Coopersville High School,Coopersville Area Public School District,MICHIGAN,MI,COOPERSVILLE,MI,261083004546,2604546,43.065918,-85.923072,41
2023-2024,CAPS Academy,Coopersville Area Public School District,MICHIGAN,MI,COOPERSVILLE,MI,261083008899,2608899,43.065918,-85.923072,41
2023-2024,Covert High School,Covert Public Schools,MICHIGAN,MI,COVERT,MI,261098004556,2604556,42.289193,-86.261064,42
2023-2024,Grayling High School,Crawford AuSable Schools,MICHIGAN,MI,GRAYLING,MI,261103004561,2604561,44.700696,-84.730509,43
2023-2024,CroswellLexington High School,Croswell-Lexington Community Schools,MICHIGAN,MI,CROSWELL,MI,261114004565,2604565,43.2666,-82.6042,42
2023-2024,Dansville High School,Dansville Schools,MICHIGAN,MI,DANSVILLE,MI,261140004572,2604572,42.55341,-84.307368,41
2023-2024,Davison Alternative Education,Davison Community Schools,MICHIGAN,MI,DAVISON,MI,261143000135,2600135,43.0246,-83.5019,21
2023-2024,Davison High School,Davison Community Schools,MICHIGAN,MI,DAVISON,MI,261143004574,2604574,43.0246,-83.5019,21
2023-2024,DeWitt High School,DeWitt Public Schools,MICHIGAN,MI,DeWitt,MI,261155004582,2604582,42.8187,-84.5808,41
2023-2024,Dearborn High School,Dearborn City School District,MICHIGAN,MI,DEARBORN,MI,261160004587,2604587,42.3087,-83.2617,12
2023-2024,Edsel Ford High School,Dearborn City School District,MICHIGAN,MI,DEARBORN,MI,261160004590,2604590,42.2909,-83.2334,12
2023-2024,Fordson High School,Dearborn City School District,MICHIGAN,MI,DEARBORN,MI,261160004591,2604591,42.3309,-83.1787,12
2023-2024,Henry Ford Early College,Dearborn City School District,MICHIGAN,MI,DEARBORN,MI,261160007810,2607810,42.324763,-83.236021,12
2023-2024,Dearborn Magnet High School,Dearborn City School District,MICHIGAN,MI,DEARBORN HEIGHTS,MI,261160008095,2608095,42.3398,-83.2602,21
2023-2024,Henry Ford Early CollegeAdvanced Manufacturing,Dearborn City School District,MICHIGAN,MI,Dearborn,MI,261160008706,2608706,42.324763,-83.236021,12
2023-2024,Dearborn Newcomer College Prep Academy,Dearborn City School District,MICHIGAN,MI,DEARBORN,MI,261160008962,2608962,42.324763,-83.236021,12
2023-2024,Annapolis High School,Dearborn Heights School District #7,MICHIGAN,MI,DEARBORN HEIGHTS,MI,261161004618,2604618,42.27604,-83.246683,21
2023-2024,Dearborn Heights Virtual Academy,Dearborn Heights School District #7,MICHIGAN,MI,Dearborn Heights,MI,261161008179,2608179,42.276556,-83.239164,21
2023-2024,Robichaud Senior High School,Westwood Community School District,MICHIGAN,MI,DEARBORN HEIGHTS,MI,261164004621,2604621,42.284506,-83.286626,21
2023-2024,Westwood Virtual Academy,Westwood Community School District,MICHIGAN,MI,INKSTER,MI,261164007904,2607904,42.297429,-83.291085,21
2023-2024,DK Academy,Delton Kellogg Schools,MICHIGAN,MI,DELTON,MI,261191000112,2600112,42.502081,-85.409105,42
2023-2024,DeltonKellogg High School,Delton Kellogg Schools,MICHIGAN,MI,DELTON,MI,261191004631,2604631,42.49994,-85.413571,42
2023-2024,Dexter High School,Dexter Community School District,MICHIGAN,MI,DEXTER,MI,261203004916,2604916,42.321184,-83.895435,41
2023-2024,Union High School,Dowagiac Union School District,MICHIGAN,MI,DOWAGIAC,MI,261215004924,2604924,41.9897,-86.12,31
2023-2024,Dundee Community High School,Dundee Community Schools,MICHIGAN,MI,DUNDEE,MI,261230004929,2604929,41.9624,-83.6622,31
2023-2024,Durand Area High School,Durand Area Schools,MICHIGAN,MI,DURAND,MI,261233004934,2604934,42.919923,-83.97911,31
2023-2024,Marine City High School,East China School District,MICHIGAN,MI,MARINE CITY,MI,261242004941,2604941,42.714812,-82.506783,23
2023-2024,St Clair High School,East China School District,MICHIGAN,MI,SAINT CLAIR,MI,261242004943,2604943,42.823622,-82.51227,23
2023-2024,Eastpointe High School,Eastpointe Community Schools,MICHIGAN,MI,EASTPOINTE,MI,261245004950,2604950,42.46363,-82.96204,21
2023-2024,East Grand Rapids High School,East Grand Rapids Public Schools,MICHIGAN,MI,GRAND RAPIDS,MI,261248004961,2604961,42.9491,-85.6141,21
2023-2024,East Jordan Alternative High School,East Jordan Public Schools,MICHIGAN,MI,East Jordan,MI,261256008823,2608823,45.155364,-85.112535,42
2023-2024,East Lansing High School,East Lansing School District,MICHIGAN,MI,EAST LANSING,MI,261260004971,2604971,42.7437,-84.4794,13
2023-2024,Eaton Rapids High School,Eaton Rapids Public Schools,MICHIGAN,MI,EATON RAPIDS,MI,261269004981,2604981,42.5078,-84.6376,41
2023-2024,Eau Claire High School,Eau Claire Public Schools,MICHIGAN,MI,Eau Claire,MI,261281004986,2604986,41.981603,-86.312045,41
2023-2024,WAY Eau Claire,Eau Claire Public Schools,MICHIGAN,MI,EAU CLAIRE,MI,261281008569,2608569,41.985863,-86.305243,41
2023-2024,Ecorse Community High School,Ecorse Public Schools,MICHIGAN,MI,ECORSE,MI,261293004988,2604988,42.2503,-83.1485,21
2023-2024,Hope Academic Academy,Ecorse Public Schools,MICHIGAN,MI,Ecorse,MI,261293008849,2608849,42.2509,-83.1508,21
2023-2024,Edwardsburg High School,Edwardsburg Public Schools,MICHIGAN,MI,EDWARDSBURG,MI,261299005001,2605001,41.791027,-86.09011,21
2023-2024,Edwardsburg Alternative Learning Center,Edwardsburg Public Schools,MICHIGAN,MI,EDWARDSBURG,MI,261299008956,2608956,41.789223,-86.089155,21
2023-2024,Elk Rapids High School,Elk Rapids Schools,MICHIGAN,MI,ELK RAPIDS,MI,261305005002,2605002,44.892261,-85.395402,42
2023-2024,Sunrise Academy,Elk Rapids Schools,MICHIGAN,MI,ELK RAPIDS,MI,261305008321,2608321,44.892261,-85.395402,42
2023-2024,Laker High School,Elkton-Pigeon-Bay Port Laker Schools,MICHIGAN,MI,PIGEON,MI,261309005007,2605007,43.8177,-83.2277,43
2023-2024,Garber High School,Essexville-Hampton Public Schools,MICHIGAN,MI,ESSEXVILLE,MI,261353005024,2605024,43.6072,-83.8337,23
2023-2024,Evart High School,Evart Public Schools,MICHIGAN,MI,EVART,MI,261356005030,2605030,43.9036,-85.2799,43
2023-2024,Visions Unlimited,Farmington Public School District,MICHIGAN,MI,Farmington,MI,261407005038,2605038,42.456277,-83.371604,21
2023-2024,Farmington High School,Farmington Public School District,MICHIGAN,MI,FARMINGTON,MI,261407005039,2605039,42.464,-83.3611,21
2023-2024,North Farmington High School,Farmington Public School District,MICHIGAN,MI,FARMINGTON HILLS,MI,261407005045,2605045,42.5146,-83.3754,13
2023-2024,Fennville Alternative High School,Fennville Public Schools,MICHIGAN,MI,FENNVILLE,MI,261423001571,2601571,42.600639,-86.105556,42
2023-2024,Fennville Public High School,Fennville Public Schools,MICHIGAN,MI,Fennville,MI,261423005062,2605062,42.599,-86.108,42
2023-2024,Fenton Senior High School,Fenton Area Public Schools,MICHIGAN,MI,FENTON,MI,261425005068,2605068,42.78478,-83.733431,31
2023-2024,FAPSGEAR UP ACADEMY,Fenton Area Public Schools,MICHIGAN,MI,Fenton,MI,261425008756,2608756,42.7894,-83.732044,31
2023-2024,CASA,Ferndale Public Schools,MICHIGAN,MI,OAK PARK,MI,261428001898,2601898,42.465372,-83.162851,21
